,Party,Sector,Year,CO2 emissions (kt)
2149,European Union (KP),Other,2011,"NA,NO"
2150,European Union (KP),Other,2012,"NA,NO"
2151,European Union (KP),Other,2013,"NA,NO"
2152,European Union (KP),Other,2014,"NA,NO"
2153,European Union (KP),Other,2015,"NA,NO"
2154,European Union (KP),Other,2016,"NA,NO"
2155,European Union (KP),Other,Last Inventory Year (2017),"NA,NO"
2156,Finland,Energy,1990,52642.26839
2157,Finland,Energy,1991,51272.48534
2158,Finland,Energy,1992,50630.70691
2159,Finland,Energy,1993,52543.81771
2160,Finland,Energy,1994,57789.7255
2161,Finland,Energy,1995,54336.92568
2162,Finland,Energy,1996,60042.60905
2163,Finland,Energy,1997,58463.62083
2164,Finland,Energy,1998,55150.57198
2165,Finland,Energy,1999,54575.45158
2166,Finland,Energy,2000,52812.96017
2167,Finland,Energy,2001,58172.92829
2168,Finland,Energy,2002,60761.83929
2169,Finland,Energy,2003,68321.89349
2170,Finland,Energy,2004,64482.27118
2171,Finland,Energy,2005,52784.50931
2172,Finland,Energy,2006,63834.30818
2173,Finland,Energy,2007,61861.59011
2174,Finland,Energy,2008,53561.47726
2175,Finland,Energy,2009,51748.83852
2176,Finland,Energy,2010,59241.20066
2177,Finland,Energy,2011,51811.40848
2178,Finland,Energy,2012,46662.59799
2179,Finland,Energy,2013,47258.11004
2180,Finland,Energy,2014,43458.20894
2181,Finland,Energy,2015,39783.46781
2182,Finland,Energy,2016,42520.59465
2183,Finland,Energy,Last Inventory Year (2017),40176.2392
2184,Finland,Industrial Processes and Product Use,1990,3682.212503
2185,Finland,Industrial Processes and Product Use,1991,3500.360861
2186,Finland,Industrial Processes and Product Use,1992,3355.34689
2187,Finland,Industrial Processes and Product Use,1993,3335.609281
2188,Finland,Industrial Processes and Product Use,1994,3453.301487
2189,Finland,Industrial Processes and Product Use,1995,3398.251535
2190,Finland,Industrial Processes and Product Use,1996,3541.965411
2191,Finland,Industrial Processes and Product Use,1997,3767.577684
2192,Finland,Industrial Processes and Product Use,1998,3770.282838
2193,Finland,Industrial Processes and Product Use,1999,3865.715615
2194,Finland,Industrial Processes and Product Use,2000,3874.432162
2195,Finland,Industrial Processes and Product Use,2001,3943.421638
2196,Finland,Industrial Processes and Product Use,2002,3850.737728
2197,Finland,Industrial Processes and Product Use,2003,4032.979828
2198,Finland,Industrial Processes and Product Use,2004,4201.463746
2199,Finland,Industrial Processes and Product Use,2005,3967.389092
2200,Finland,Industrial Processes and Product Use,2006,4228.10154
2201,Finland,Industrial Processes and Product Use,2007,4621.547832
2202,Finland,Industrial Processes and Product Use,2008,4724.439814
2203,Finland,Industrial Processes and Product Use,2009,3834.588932
2204,Finland,Industrial Processes and Product Use,2010,4577.03375
2205,Finland,Industrial Processes and Product Use,2011,4565.150307
2206,Finland,Industrial Processes and Product Use,2012,4356.254904
2207,Finland,Industrial Processes and Product Use,2013,4193.468575
2208,Finland,Industrial Processes and Product Use,2014,3974.779642
2209,Finland,Industrial Processes and Product Use,2015,4158.586071
2210,Finland,Industrial Processes and Product Use,2016,4452.248254
2211,Finland,Industrial Processes and Product Use,Last Inventory Year (2017),4330.171791
2212,Finland,Agriculture,1990,647.3962847
2213,Finland,Agriculture,1991,457.5603317
2214,Finland,Agriculture,1992,299.4746775
2215,Finland,Agriculture,1993,473.1263555
2216,Finland,Agriculture,1994,473.1835165
2217,Finland,Agriculture,1995,410.271932
2218,Finland,Agriculture,1996,477.8343979
2219,Finland,Agriculture,1997,491.7906564
2220,Finland,Agriculture,1998,452.4059664
2221,Finland,Agriculture,1999,453.6045018
2222,Finland,Agriculture,2000,350.8540172
2223,Finland,Agriculture,2001,419.8520085
2224,Finland,Agriculture,2002,447.2169509
2225,Finland,Agriculture,2003,302.9474542
2226,Finland,Agriculture,2004,277.0229885
2227,Finland,Agriculture,2005,290.9993939
2228,Finland,Agriculture,2006,322.0169652
2229,Finland,Agriculture,2007,277.2445796
2230,Finland,Agriculture,2008,326.5577529
2231,Finland,Agriculture,2009,339.7161313
2232,Finland,Agriculture,2010,278.9891256
2233,Finland,Agriculture,2011,202.1192468
2234,Finland,Agriculture,2012,203.2933359
2235,Finland,Agriculture,2013,305.3638398
2236,Finland,Agriculture,2014,223.9165207
2237,Finland,Agriculture,2015,181.8595407
2238,Finland,Agriculture,2016,268.3687643
2239,Finland,Agriculture,Last Inventory Year (2017),198.4845415
2240,Finland,Land Use LandUse Change and Forestry,1990,-18436.3101
2241,Finland,Land Use LandUse Change and Forestry,1991,-30831.06443
2242,Finland,Land Use LandUse Change and Forestry,1992,-24708.20576
2243,Finland,Land Use LandUse Change and Forestry,1993,-24829.36839
2244,Finland,Land Use LandUse Change and Forestry,1994,-18149.71271
2245,Finland,Land Use LandUse Change and Forestry,1995,-17634.31026
2246,Finland,Land Use LandUse Change and Forestry,1996,-24930.97211
2247,Finland,Land Use LandUse Change and Forestry,1997,-20848.50698
2248,Finland,Land Use LandUse Change and Forestry,1998,-19088.80946
2249,Finland,Land Use LandUse Change and Forestry,1999,-21352.84275
2250,Finland,Land Use LandUse Change and Forestry,2000,-22381.62739
2251,Finland,Land Use LandUse Change and Forestry,2001,-24237.2509
2252,Finland,Land Use LandUse Change and Forestry,2002,-25280.9705
2253,Finland,Land Use LandUse Change and Forestry,2003,-25729.61771
2254,Finland,Land Use LandUse Change and Forestry,2004,-26858.92956
2255,Finland,Land Use LandUse Change and Forestry,2005,-27765.34924
2256,Finland,Land Use LandUse Change and Forestry,2006,-33859.45189
2257,Finland,Land Use LandUse Change and Forestry,2007,-25842.6372
2258,Finland,Land Use LandUse Change and Forestry,2008,-24511.94833
2259,Finland,Land Use LandUse Change and Forestry,2009,-36901.71254
2260,Finland,Land Use LandUse Change and Forestry,2010,-25233.29948
2261,Finland,Land Use LandUse Change and Forestry,2011,-25280.48417
2262,Finland,Land Use LandUse Change and Forestry,2012,-27794.6671
2263,Finland,Land Use LandUse Change and Forestry,2013,-22019.46268
2264,Finland,Land Use LandUse Change and Forestry,2014,-24780.71853
2265,Finland,Land Use LandUse Change and Forestry,2015,-23079.21799
2266,Finland,Land Use LandUse Change and Forestry,2016,-21541.02267
2267,Finland,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-23401.26984
2268,Finland,Waste,1990,"NO,NE,IE"
2269,Finland,Waste,1991,"NO,NE,IE"
2270,Finland,Waste,1992,"NO,NE,IE"
2271,Finland,Waste,1993,"NO,NE,IE"
2272,Finland,Waste,1994,"NO,NE,IE"
2273,Finland,Waste,1995,"NO,NE,IE"
2274,Finland,Waste,1996,"NO,NE,IE"
2275,Finland,Waste,1997,"NO,NE,IE"
2276,Finland,Waste,1998,"NO,NE,IE"
2277,Finland,Waste,1999,"NO,NE,IE"
2278,Finland,Waste,2000,"NO,NE,IE"
2279,Finland,Waste,2001,"NO,NE,IE"
2280,Finland,Waste,2002,"NO,NE,IE"
2281,Finland,Waste,2003,"NO,NE,IE"
2282,Finland,Waste,2004,"NO,NE,IE"
2283,Finland,Waste,2005,"NO,NE,IE"
2284,Finland,Waste,2006,"NO,NE,IE"
2285,Finland,Waste,2007,"NO,NE,IE"
2286,Finland,Waste,2008,"NO,NE,IE"
2287,Finland,Waste,2009,"NO,NE,IE"
2288,Finland,Waste,2010,"NO,NE,IE"
2289,Finland,Waste,2011,"NO,NE,IE"
2290,Finland,Waste,2012,"NO,NE,IE"
2291,Finland,Waste,2013,"NO,NE,IE"
2292,Finland,Waste,2014,"NE,NO,IE"
2293,Finland,Waste,2015,"NE,NO,IE"
2294,Finland,Waste,2016,"NO,NE,IE"
2295,Finland,Waste,Last Inventory Year (2017),"NO,NE,IE"
2296,Finland,Other,1990,NO
2297,Finland,Other,1991,NO
2298,Finland,Other,1992,NO
2299,Finland,Other,1993,NO
2300,Finland,Other,1994,NO
2301,Finland,Other,1995,NO
2302,Finland,Other,1996,NO
2303,Finland,Other,1997,NO
2304,Finland,Other,1998,NO
2305,Finland,Other,1999,NO
2306,Finland,Other,2000,NO
2307,Finland,Other,2001,NO
2308,Finland,Other,2002,NO
2309,Finland,Other,2003,NO
2310,Finland,Other,2004,NO
2311,Finland,Other,2005,NO
2312,Finland,Other,2006,NO
2313,Finland,Other,2007,NO
2314,Finland,Other,2008,NO
2315,Finland,Other,2009,NO
2316,Finland,Other,2010,NO
2317,Finland,Other,2011,NO
2318,Finland,Other,2012,NO
2319,Finland,Other,2013,NO
2320,Finland,Other,2014,NO
2321,Finland,Other,2015,NO
2322,Finland,Other,2016,NO
2323,Finland,Other,Last Inventory Year (2017),NO
2324,France,Energy,1990,367508.4133
2325,France,Energy,1991,393548.4166
2326,France,Energy,1992,385137.6492
2327,France,Energy,1993,366104.4481
2328,France,Energy,1994,359136.2409
2329,France,Energy,1995,365890.8275
2330,France,Energy,1996,382671.9709
2331,France,Energy,1997,375274.5863
2332,France,Energy,1998,394199.2878
2333,France,Energy,1999,391289.7896
2334,France,Energy,2000,385612.5995
2335,France,Energy,2001,391217.7314
2336,France,Energy,2002,386867.0747
2337,France,Energy,2003,393685.7935
2338,France,Energy,2004,393715.3765
2339,France,Energy,2005,397597.0073
2340,France,Energy,2006,387475.9978
2341,France,Energy,2007,376819.5507
2342,France,Energy,2008,372062.7804
2343,France,Energy,2009,358960.7666
2344,France,Energy,2010,364921.3426
2345,France,Energy,2011,340991.6345
2346,France,Energy,2012,343533.4244
2347,France,Energy,2013,344473.7687
2348,France,Energy,2014,314221.7762
2349,France,Energy,2015,320772.2626
2350,France,Energy,2016,323471.9703
2351,France,Energy,Last Inventory Year (2017),326036.0092
2352,France,Industrial Processes and Product Use,1990,31724.61753
2353,France,Industrial Processes and Product Use,1991,31254.34455
2354,France,Industrial Processes and Product Use,1992,29210.37584
2355,France,Industrial Processes and Product Use,1993,28374.13025
2356,France,Industrial Processes and Product Use,1994,30123.09553
2357,France,Industrial Processes and Product Use,1995,30565.56306
2358,France,Industrial Processes and Product Use,1996,29457.30709
2359,France,Industrial Processes and Product Use,1997,29830.56772
2360,France,Industrial Processes and Product Use,1998,30634.84054
2361,France,Industrial Processes and Product Use,1999,29911.63479
2362,France,Industrial Processes and Product Use,2000,30143.58803
2363,France,Industrial Processes and Product Use,2001,29442.47849
2364,France,Industrial Processes and Product Use,2002,29316.48259
2365,France,Industrial Processes and Product Use,2003,29164.36319
2366,France,Industrial Processes and Product Use,2004,30341.40903
2367,France,Industrial Processes and Product Use,2005,30027.38745
2368,France,Industrial Processes and Product Use,2006,29205.18009
2369,France,Industrial Processes and Product Use,2007,29574.38553
2370,France,Industrial Processes and Product Use,2008,27887.00177
2371,France,Industrial Processes and Product Use,2009,23922.80602
2372,France,Industrial Processes and Product Use,2010,26098.2566
2373,France,Industrial Processes and Product Use,2011,25548.57788
2374,France,Industrial Processes and Product Use,2012,23614.01729
2375,France,Industrial Processes and Product Use,2013,23966.81217
2376,France,Industrial Processes and Product Use,2014,23330.32553
2377,France,Industrial Processes and Product Use,2015,22610.63859
2378,France,Industrial Processes and Product Use,2016,22248.34193
2379,France,Industrial Processes and Product Use,Last Inventory Year (2017),22734.04657
2380,France,Agriculture,1990,1765.492831
2381,France,Agriculture,1991,1765.794872
2382,France,Agriculture,1992,1605.310379
2383,France,Agriculture,1993,1756.369217
2384,France,Agriculture,1994,1739.457245
2385,France,Agriculture,1995,1851.859128
2386,France,Agriculture,1996,1786.405813
2387,France,Agriculture,1997,1954.501124
2388,France,Agriculture,1998,1936.505031
2389,France,Agriculture,1999,1923.034448
2390,France,Agriculture,2000,1826.102893
2391,France,Agriculture,2001,1797.541897
2392,France,Agriculture,2002,1800.520026
2393,France,Agriculture,2003,1851.615849
2394,France,Agriculture,2004,1828.023614
2395,France,Agriculture,2005,1799.611865
2396,France,Agriculture,2006,1731.84326
2397,France,Agriculture,2007,1756.532472
2398,France,Agriculture,2008,1773.342096
2399,France,Agriculture,2009,1875.919115
2400,France,Agriculture,2010,1813.447555
2401,France,Agriculture,2011,1866.739257
2402,France,Agriculture,2012,1980.751669
2403,France,Agriculture,2013,1883.804043
2404,France,Agriculture,2014,1958.489476
2405,France,Agriculture,2015,2003.012644
2406,France,Agriculture,2016,2013.829178
2407,France,Agriculture,Last Inventory Year (2017),1943.197834
2408,France,Land Use LandUse Change and Forestry,1990,-26071.82865
2409,France,Land Use LandUse Change and Forestry,1991,-25860.02684
2410,France,Land Use LandUse Change and Forestry,1992,-23578.58643
2411,France,Land Use LandUse Change and Forestry,1993,-26357.57163
2412,France,Land Use LandUse Change and Forestry,1994,-26341.76877
2413,France,Land Use LandUse Change and Forestry,1995,-28525.26406
2414,France,Land Use LandUse Change and Forestry,1996,-34122.60824
2415,France,Land Use LandUse Change and Forestry,1997,-33926.26328
2416,France,Land Use LandUse Change and Forestry,1998,-35530.67961
2417,France,Land Use LandUse Change and Forestry,1999,-38430.59493
2418,France,Land Use LandUse Change and Forestry,2000,-21401.6283
2419,France,Land Use LandUse Change and Forestry,2001,-33201.47691
2420,France,Land Use LandUse Change and Forestry,2002,-41302.77531
2421,France,Land Use LandUse Change and Forestry,2003,-45556.75849
2422,France,Land Use LandUse Change and Forestry,2004,-47927.21197
2423,France,Land Use LandUse Change and Forestry,2005,-48731.25004
2424,France,Land Use LandUse Change and Forestry,2006,-51266.74194
2425,France,Land Use LandUse Change and Forestry,2007,-51906.97472
2426,France,Land Use LandUse Change and Forestry,2008,-52867.71817
2427,France,Land Use LandUse Change and Forestry,2009,-48830.91931
2428,France,Land Use LandUse Change and Forestry,2010,-43621.45776
2429,France,Land Use LandUse Change and Forestry,2011,-38523.06063
2430,France,Land Use LandUse Change and Forestry,2012,-40787.83416
2431,France,Land Use LandUse Change and Forestry,2013,-44598.92435
2432,France,Land Use LandUse Change and Forestry,2014,-36771.19584
2433,France,Land Use LandUse Change and Forestry,2015,-39754.21581
2434,France,Land Use LandUse Change and Forestry,2016,-37539.37735
2435,France,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-35918.7265
2436,France,Waste,1990,2208.576288
2437,France,Waste,1991,2210.364592
2438,France,Waste,1992,2254.879744
2439,France,Waste,1993,2246.437137
2440,France,Waste,1994,2287.141914
2441,France,Waste,1995,2237.588056
2442,France,Waste,1996,2109.73126
2443,France,Waste,1997,1905.859787
2444,France,Waste,1998,1772.143413
2445,France,Waste,1999,1651.49675
2446,France,Waste,2000,1718.603986
2447,France,Waste,2001,1655.022232
2448,France,Waste,2002,1628.923606
2449,France,Waste,2003,1632.675681
2450,France,Waste,2004,1503.973234
2451,France,Waste,2005,1564.786467
2452,France,Waste,2006,1626.615315
2453,France,Waste,2007,1502.708988
2454,France,Waste,2008,1556.841404
2455,France,Waste,2009,1531.330037
2456,France,Waste,2010,1614.026746
2457,France,Waste,2011,1653.831963
2458,France,Waste,2012,1543.491083
2459,France,Waste,2013,1544.593797
2460,France,Waste,2014,1793.690528
2461,France,Waste,2015,1549.712571
2462,France,Waste,2016,1513.645091
2463,France,Waste,Last Inventory Year (2017),1571.522317
2464,France,Other,1990,NO
2465,France,Other,1991,NO
2466,France,Other,1992,NO
2467,France,Other,1993,NO
2468,France,Other,1994,NO
2469,France,Other,1995,NO
2470,France,Other,1996,NO
2471,France,Other,1997,NO
2472,France,Other,1998,NO
2473,France,Other,1999,NO
2474,France,Other,2000,NO
2475,France,Other,2001,NO
2476,France,Other,2002,NO
2477,France,Other,2003,NO
2478,France,Other,2004,NO
2479,France,Other,2005,NO
2480,France,Other,2006,NO
2481,France,Other,2007,NO
2482,France,Other,2008,NO
2483,France,Other,2009,NO
2484,France,Other,2010,NO
2485,France,Other,2011,NO
2486,France,Other,2012,NO
2487,France,Other,2013,NO
2488,France,Other,2014,NO
2489,France,Other,2015,NO
2490,France,Other,2016,NO
2491,France,Other,Last Inventory Year (2017),
2492,Germany,Energy,1990,989636.7161
2493,Germany,Energy,1991,955650.2088
2494,Germany,Energy,1992,910425.3545
2495,Germany,Energy,1993,900538.047
2496,Germany,Energy,1994,881719.4127
2497,Germany,Energy,1995,881512.0636
2498,Germany,Energy,1996,903657.6531
2499,Germany,Energy,1997,872970.388
2500,Germany,Energy,1998,866333.8062
2501,Germany,Energy,1999,840992.7301
2502,Germany,Energy,2000,839877.9187
2503,Germany,Energy,2001,862663.6568
2504,Germany,Energy,2002,847909.1127
2505,Germany,Energy,2003,844677.2659
2506,Germany,Energy,2004,830508.5648
2507,Germany,Energy,2005,811848.3727
2508,Germany,Energy,2006,822824.2022
2509,Germany,Energy,2007,797459.8935
2510,Germany,Energy,2008,802163.9952
2511,Germany,Energy,2009,745436.3541
2512,Germany,Energy,2010,783808.3596
2513,Germany,Energy,2011,760722.9454
2514,Germany,Energy,2012,765922.9395
2515,Germany,Energy,2013,783512.2997
2516,Germany,Energy,2014,744546.0226
2517,Germany,Energy,2015,749096.498
2518,Germany,Energy,2016,753218.1668
2519,Germany,Energy,Last Inventory Year (2017),747914.1873
2520,Germany,Industrial Processes and Product Use,1990,59699.80312
2521,Germany,Industrial Processes and Product Use,1991,55885.26543
2522,Germany,Industrial Processes and Product Use,1992,53147.66021
2523,Germany,Industrial Processes and Product Use,1993,53611.68927
2524,Germany,Industrial Processes and Product Use,1994,56252.71953
2525,Germany,Industrial Processes and Product Use,1995,55808.62461
2526,Germany,Industrial Processes and Product Use,1996,53723.74933
2527,Germany,Industrial Processes and Product Use,1997,56459.91099
2528,Germany,Industrial Processes and Product Use,1998,54968.86952
2529,Germany,Industrial Processes and Product Use,1999,52712.08894
2530,Germany,Industrial Processes and Product Use,2000,57694.87384
2531,Germany,Industrial Processes and Product Use,2001,51694.65727
2532,Germany,Industrial Processes and Product Use,2002,49840.98903
2533,Germany,Industrial Processes and Product Use,2003,54267.85481
2534,Germany,Industrial Processes and Product Use,2004,54459.2626
2535,Germany,Industrial Processes and Product Use,2005,52466.77657
2536,Germany,Industrial Processes and Product Use,2006,52939.31285
2537,Germany,Industrial Processes and Product Use,2007,51531.32629
2538,Germany,Industrial Processes and Product Use,2008,49124.83301
2539,Germany,Industrial Processes and Product Use,2009,40896.81807
2540,Germany,Industrial Processes and Product Use,2010,46254.27602
2541,Germany,Industrial Processes and Product Use,2011,46390.01401
2542,Germany,Industrial Processes and Product Use,2012,45641.48304
2543,Germany,Industrial Processes and Product Use,2013,45359.48312
2544,Germany,Industrial Processes and Product Use,2014,45307.18452
2545,Germany,Industrial Processes and Product Use,2015,43772.04937
2546,Germany,Industrial Processes and Product Use,2016,45663.77242
2547,Germany,Industrial Processes and Product Use,Last Inventory Year (2017),47128.21746
2548,Germany,Agriculture,1990,3183.614051
2549,Germany,Agriculture,1991,2904.563178
2550,Germany,Agriculture,1992,2603.751041
2551,Germany,Agriculture,1993,2367.732439
2552,Germany,Agriculture,1994,1936.220576
2553,Germany,Agriculture,1995,2222.145388
2554,Germany,Agriculture,1996,2224.9448
2555,Germany,Agriculture,1997,2320.038221
2556,Germany,Agriculture,1998,2521.021895
2557,Germany,Agriculture,1999,2607.773285
2558,Germany,Agriculture,2000,2803.467166
2559,Germany,Agriculture,2001,2554.207845
2560,Germany,Agriculture,2002,2637.194446
2561,Germany,Agriculture,2003,2464.202994
2562,Germany,Agriculture,2004,2490.121025
2563,Germany,Agriculture,2005,2325.348063
2564,Germany,Agriculture,2006,2312.947708
2565,Germany,Agriculture,2007,2427.27863
2566,Germany,Agriculture,2008,2482.588771
2567,Germany,Agriculture,2009,2590.34181
2568,Germany,Agriculture,2010,2325.044294
2569,Germany,Agriculture,2011,2635.586866
2570,Germany,Agriculture,2012,2573.555799
2571,Germany,Agriculture,2013,2698.57136
2572,Germany,Agriculture,2014,2939.978258
2573,Germany,Agriculture,2015,3071.001619
2574,Germany,Agriculture,2016,2772.889976
2575,Germany,Agriculture,Last Inventory Year (2017),2923.99533
2576,Germany,Land Use LandUse Change and Forestry,1990,-33017.81083
2577,Germany,Land Use LandUse Change and Forestry,1991,-30502.77189
2578,Germany,Land Use LandUse Change and Forestry,1992,-31097.52093
2579,Germany,Land Use LandUse Change and Forestry,1993,-30978.88689
2580,Germany,Land Use LandUse Change and Forestry,1994,-34238.96925
2581,Germany,Land Use LandUse Change and Forestry,1995,-34740.57471
2582,Germany,Land Use LandUse Change and Forestry,1996,-34820.64482
2583,Germany,Land Use LandUse Change and Forestry,1997,-35842.88096
2584,Germany,Land Use LandUse Change and Forestry,1998,-36212.21486
2585,Germany,Land Use LandUse Change and Forestry,1999,-37280.73848
2586,Germany,Land Use LandUse Change and Forestry,2000,-39632.96779
2587,Germany,Land Use LandUse Change and Forestry,2001,-40233.72546
2588,Germany,Land Use LandUse Change and Forestry,2002,-5883.393811
2589,Germany,Land Use LandUse Change and Forestry,2003,-7894.504166
2590,Germany,Land Use LandUse Change and Forestry,2004,-10987.32865
2591,Germany,Land Use LandUse Change and Forestry,2005,-13673.86129
2592,Germany,Land Use LandUse Change and Forestry,2006,-14071.08069
2593,Germany,Land Use LandUse Change and Forestry,2007,-13502.3373
2594,Germany,Land Use LandUse Change and Forestry,2008,-20414.29517
2595,Germany,Land Use LandUse Change and Forestry,2009,-19694.17505
2596,Germany,Land Use LandUse Change and Forestry,2010,-18045.25721
2597,Germany,Land Use LandUse Change and Forestry,2011,-17421.34939
2598,Germany,Land Use LandUse Change and Forestry,2012,-16178.47594
2599,Germany,Land Use LandUse Change and Forestry,2013,-15994.86644
2600,Germany,Land Use LandUse Change and Forestry,2014,-16603.33922
2601,Germany,Land Use LandUse Change and Forestry,2015,-16096.89422
2602,Germany,Land Use LandUse Change and Forestry,2016,-15634.40285
2603,Germany,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-16914.38073
2604,Germany,Waste,1990,"NO,NE,NA"
2605,Germany,Waste,1991,"NO,NE,NA"
2606,Germany,Waste,1992,"NO,NE,NA"
2607,Germany,Waste,1993,"NO,NE,NA"
2608,Germany,Waste,1994,"NO,NE,NA"
2609,Germany,Waste,1995,"NO,NE,NA"
2610,Germany,Waste,1996,"NO,NE,NA"
2611,Germany,Waste,1997,"NO,NE,NA"
2612,Germany,Waste,1998,"NO,NE,NA"
2613,Germany,Waste,1999,"NO,NE,NA"
2614,Germany,Waste,2000,"NO,NE,NA"
2615,Germany,Waste,2001,"NO,NE,NA"
2616,Germany,Waste,2002,"NO,NE,NA"
2617,Germany,Waste,2003,"NO,NE,NA"
2618,Germany,Waste,2004,"NO,NE,NA"
2619,Germany,Waste,2005,"NO,NE,NA"
2620,Germany,Waste,2006,"NO,NE,NA"
2621,Germany,Waste,2007,"NO,NE,NA"
2622,Germany,Waste,2008,"NO,NE,NA"
2623,Germany,Waste,2009,"NO,NE,NA"
2624,Germany,Waste,2010,"NO,NE,NA"
2625,Germany,Waste,2011,"NO,NE,NA"
2626,Germany,Waste,2012,"NO,NE,NA"
2627,Germany,Waste,2013,"NO,NE,NA"
2628,Germany,Waste,2014,"NO,NE,NA"
2629,Germany,Waste,2015,"NO,NE,NA"
2630,Germany,Waste,2016,"NO,NE,NA"
2631,Germany,Waste,Last Inventory Year (2017),"NO,NE,NA"
2632,Germany,Other,1990,NO
2633,Germany,Other,1991,NO
2634,Germany,Other,1992,NO
2635,Germany,Other,1993,NO
2636,Germany,Other,1994,NO
2637,Germany,Other,1995,NO
2638,Germany,Other,1996,NO
2639,Germany,Other,1997,NO
2640,Germany,Other,1998,NO
2641,Germany,Other,1999,NO
2642,Germany,Other,2000,NO
2643,Germany,Other,2001,NO
2644,Germany,Other,2002,NO
2645,Germany,Other,2003,NO
2646,Germany,Other,2004,NO
2647,Germany,Other,2005,NO
2648,Germany,Other,2006,NO
2649,Germany,Other,2007,NO
2650,Germany,Other,2008,NO
2651,Germany,Other,2009,NO
2652,Germany,Other,2010,NO
2653,Germany,Other,2011,NO
2654,Germany,Other,2012,NO
2655,Germany,Other,2013,NO
2656,Germany,Other,2014,NO
2657,Germany,Other,2015,NO
2658,Germany,Other,2016,NO
2659,Germany,Other,Last Inventory Year (2017),NO
2660,Greece,Energy,1990,74664.53489
2661,Greece,Energy,1991,74738.27115
2662,Greece,Energy,1992,76679.18535
2663,Greece,Energy,1993,76317.39517
2664,Greece,Energy,1994,78488.87239
2665,Greece,Energy,1995,78539.99539
2666,Greece,Energy,1996,80697.98066
2667,Greece,Energy,1997,85210.36409
2668,Greece,Energy,1998,89795.32632
2669,Greece,Energy,1999,89207.94195
2670,Greece,Energy,2000,94040.41787
2671,Greece,Energy,2001,96392.70269
2672,Greece,Energy,2002,96133.08674
2673,Greece,Energy,2003,100038.5183
2674,Greece,Energy,2004,100509.581
2675,Greece,Energy,2005,104309.845
2676,Greece,Energy,2006,103081.2602
2677,Greece,Energy,2007,105297.6705
2678,Greece,Energy,2008,102481.141
2679,Greece,Energy,2009,97677.63788
2680,Greece,Energy,2010,90725.78885
2681,Greece,Energy,2011,89559.1474
2682,Greece,Energy,2012,85903.14738
2683,Greece,Energy,2013,75823.30449
2684,Greece,Energy,2014,72455.53927
2685,Greece,Energy,2015,69220.33474
2686,Greece,Energy,2016,65355.02089
2687,Greece,Energy,Last Inventory Year (2017),68490.79795
2688,Greece,Industrial Processes and Product Use,1990,8650.198826
2689,Greece,Industrial Processes and Product Use,1991,8554.314713
2690,Greece,Industrial Processes and Product Use,1992,8180.82691
2691,Greece,Industrial Processes and Product Use,1993,7868.098286
2692,Greece,Industrial Processes and Product Use,1994,7862.151723
2693,Greece,Industrial Processes and Product Use,1995,8360.403432
2694,Greece,Industrial Processes and Product Use,1996,8354.330874
2695,Greece,Industrial Processes and Product Use,1997,8549.879829
2696,Greece,Industrial Processes and Product Use,1998,8785.342112
2697,Greece,Industrial Processes and Product Use,1999,8691.742743
2698,Greece,Industrial Processes and Product Use,2000,8903.191173
2699,Greece,Industrial Processes and Product Use,2001,8939.005648
2700,Greece,Industrial Processes and Product Use,2002,8841.783517
2701,Greece,Industrial Processes and Product Use,2003,9008.617412
2702,Greece,Industrial Processes and Product Use,2004,8983.060824
2703,Greece,Industrial Processes and Product Use,2005,9581.377055
2704,Greece,Industrial Processes and Product Use,2006,9351.321796
2705,Greece,Industrial Processes and Product Use,2007,9248.163087
2706,Greece,Industrial Processes and Product Use,2008,8599.066028
2707,Greece,Industrial Processes and Product Use,2009,6625.528944
2708,Greece,Industrial Processes and Product Use,2010,6580.483868
2709,Greece,Industrial Processes and Product Use,2011,4941.097848
2710,Greece,Industrial Processes and Product Use,2012,5486.180866
2711,Greece,Industrial Processes and Product Use,2013,5869.440057
2712,Greece,Industrial Processes and Product Use,2014,6166.226632
2713,Greece,Industrial Processes and Product Use,2015,5710.179788
2714,Greece,Industrial Processes and Product Use,2016,5982.117553
2715,Greece,Industrial Processes and Product Use,Last Inventory Year (2017),6316.394505
2716,Greece,Agriculture,1990,60.40990476
2717,Greece,Agriculture,1991,58.13028571
2718,Greece,Agriculture,1992,55.56571429
2719,Greece,Agriculture,1993,43.74019048
2720,Greece,Agriculture,1994,40.74819048
2721,Greece,Agriculture,1995,45.02247619
2722,Greece,Agriculture,1996,46.01980952
2723,Greece,Agriculture,1997,43.74019048
2724,Greece,Agriculture,1998,43.88266667
2725,Greece,Agriculture,1999,41.74552381
2726,Greece,Agriculture,2000,38.46857143
2727,Greece,Agriculture,2001,37.04380952
2728,Greece,Agriculture,2002,36.04647619
2729,Greece,Agriculture,2003,35.19161905
2730,Greece,Agriculture,2004,36.33142857
2731,Greece,Agriculture,2005,31.91466667
2732,Greece,Agriculture,2006,29.92
2733,Greece,Agriculture,2007,33.62438095
2734,Greece,Agriculture,2008,28.63771429
2735,Greece,Agriculture,2009,24.93333333
2736,Greece,Agriculture,2010,30.34742857
2737,Greece,Agriculture,2011,25.8443261
2738,Greece,Agriculture,2012,24.99673524
2739,Greece,Agriculture,2013,26.00674895
2740,Greece,Agriculture,2014,23.642784
