,Party,Sector,Year,CO2 emissions (kt)
0,Australia,Energy,1990,259089.0635
1,Australia,Energy,1991,261077.8943
2,Australia,Energy,1992,265636.3056
3,Australia,Energy,1993,269692.6933
4,Australia,Energy,1994,272493.5233
5,Australia,Energy,1995,283546.7993
6,Australia,Energy,1996,290186.9462
7,Australia,Energy,1997,298419.5558
8,Australia,Energy,1998,311658.248
9,Australia,Energy,1999,320154.8441
10,Australia,Energy,2000,326738.2134
11,Australia,Energy,2001,334467.4183
12,Australia,Energy,2002,338882.766
13,Australia,Energy,2003,344699.0513
14,Australia,Energy,2004,357307.1225
15,Australia,Energy,2005,362401.8422
16,Australia,Energy,2006,367646.6148
17,Australia,Energy,2007,374036.3856
18,Australia,Energy,2008,379435.628
19,Australia,Energy,2009,385300.8116
20,Australia,Energy,2010,380849.1894
21,Australia,Energy,2011,378049.0923
22,Australia,Energy,2012,383510.0745
23,Australia,Energy,2013,376234.9938
24,Australia,Energy,2014,372218.4051
25,Australia,Energy,2015,380865.8213
26,Australia,Energy,2016,391363.6067
27,Australia,Energy,Last Inventory Year (2017),394703.2223
28,Australia,Industrial Processes and Product Use,1990,18679.93852
29,Australia,Industrial Processes and Product Use,1991,18086.07298
30,Australia,Industrial Processes and Product Use,1992,18512.37518
31,Australia,Industrial Processes and Product Use,1993,18701.36968
32,Australia,Industrial Processes and Product Use,1994,20578.40919
33,Australia,Industrial Processes and Product Use,1995,20864.02577
34,Australia,Industrial Processes and Product Use,1996,21170.59425
35,Australia,Industrial Processes and Product Use,1997,21193.48616
36,Australia,Industrial Processes and Product Use,1998,21669.04928
37,Australia,Industrial Processes and Product Use,1999,22366.80985
38,Australia,Industrial Processes and Product Use,2000,21727.58414
39,Australia,Industrial Processes and Product Use,2001,21354.87564
40,Australia,Industrial Processes and Product Use,2002,21367.95842
41,Australia,Industrial Processes and Product Use,2003,23072.46281
42,Australia,Industrial Processes and Product Use,2004,23834.19379
43,Australia,Industrial Processes and Product Use,2005,22121.19372
44,Australia,Industrial Processes and Product Use,2006,23176.86321
45,Australia,Industrial Processes and Product Use,2007,24534.1887
46,Australia,Industrial Processes and Product Use,2008,23753.03382
47,Australia,Industrial Processes and Product Use,2009,21071.03041
48,Australia,Industrial Processes and Product Use,2010,23357.90836
49,Australia,Industrial Processes and Product Use,2011,23984.23966
50,Australia,Industrial Processes and Product Use,2012,21401.87749
51,Australia,Industrial Processes and Product Use,2013,19748.09695
52,Australia,Industrial Processes and Product Use,2014,18548.43184
53,Australia,Industrial Processes and Product Use,2015,19064.70544
54,Australia,Industrial Processes and Product Use,2016,19099.90924
55,Australia,Industrial Processes and Product Use,Last Inventory Year (2017),19445.57037
56,Australia,Agriculture,1990,582.0132094
57,Australia,Agriculture,1991,634.8961418
58,Australia,Agriculture,1992,689.811223
59,Australia,Agriculture,1993,767.0346106
60,Australia,Agriculture,1994,868.7848827
61,Australia,Agriculture,1995,919.3974065
62,Australia,Agriculture,1996,945.5527699
63,Australia,Agriculture,1997,1153.686321
64,Australia,Agriculture,1998,1328.724678
65,Australia,Agriculture,1999,1512.899648
66,Australia,Agriculture,2000,1701.121427
67,Australia,Agriculture,2001,1818.643351
68,Australia,Agriculture,2002,1930.4128
69,Australia,Agriculture,2003,1925.923746
70,Australia,Agriculture,2004,2035.070068
71,Australia,Agriculture,2005,1963.452358
72,Australia,Agriculture,2006,1829.691146
73,Australia,Agriculture,2007,1815.787255
74,Australia,Agriculture,2008,1830.382473
75,Australia,Agriculture,2009,1943.183733
76,Australia,Agriculture,2010,2189.138773
77,Australia,Agriculture,2011,2200.550764
78,Australia,Agriculture,2012,2045.073727
79,Australia,Agriculture,2013,2038.11239
80,Australia,Agriculture,2014,2490.909726
81,Australia,Agriculture,2015,2576.555566
82,Australia,Agriculture,2016,2663.250306
83,Australia,Agriculture,Last Inventory Year (2017),2861.739749
84,Australia,Land Use LandUse Change and Forestry,1990,165522.8783
85,Australia,Land Use LandUse Change and Forestry,1991,143601.7354
86,Australia,Land Use LandUse Change and Forestry,1992,79986.63399
87,Australia,Land Use LandUse Change and Forestry,1993,62072.58349
88,Australia,Land Use LandUse Change and Forestry,1994,53544.95625
89,Australia,Land Use LandUse Change and Forestry,1995,32292.49488
90,Australia,Land Use LandUse Change and Forestry,1996,31020.86573
91,Australia,Land Use LandUse Change and Forestry,1997,29833.39782
92,Australia,Land Use LandUse Change and Forestry,1998,17945.21633
93,Australia,Land Use LandUse Change and Forestry,1999,25451.06485
94,Australia,Land Use LandUse Change and Forestry,2000,32667.3159
95,Australia,Land Use LandUse Change and Forestry,2001,54457.40346
96,Australia,Land Use LandUse Change and Forestry,2002,47595.24061
97,Australia,Land Use LandUse Change and Forestry,2003,56306.7215
98,Australia,Land Use LandUse Change and Forestry,2004,49160.63555
99,Australia,Land Use LandUse Change and Forestry,2005,71575.87453
100,Australia,Land Use LandUse Change and Forestry,2006,66684.08183
101,Australia,Land Use LandUse Change and Forestry,2007,74963.43444
102,Australia,Land Use LandUse Change and Forestry,2008,60527.88831
103,Australia,Land Use LandUse Change and Forestry,2009,51663.04944
104,Australia,Land Use LandUse Change and Forestry,2010,30636.47663
105,Australia,Land Use LandUse Change and Forestry,2011,11325.63586
106,Australia,Land Use LandUse Change and Forestry,2012,1413.802869
107,Australia,Land Use LandUse Change and Forestry,2013,-9113.677433
108,Australia,Land Use LandUse Change and Forestry,2014,-8566.607124
109,Australia,Land Use LandUse Change and Forestry,2015,-19070.25201
110,Australia,Land Use LandUse Change and Forestry,2016,-31733.82952
111,Australia,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-35286.85685
112,Australia,Waste,1990,73.36044861
113,Australia,Waste,1991,73.50048007
114,Australia,Waste,1992,73.63230821
115,Australia,Waste,1993,73.75889921
116,Australia,Waste,1994,73.89297358
117,Australia,Waste,1995,79.57685707
118,Australia,Waste,1996,58.11676593
119,Australia,Waste,1997,27.96811631
120,Australia,Waste,1998,28.08457665
121,Australia,Waste,1999,28.78257441
122,Australia,Waste,2000,27.6627884
123,Australia,Waste,2001,27.80554658
124,Australia,Waste,2002,27.95658656
125,Australia,Waste,2003,28.11494457
126,Australia,Waste,2004,28.2645271
127,Australia,Waste,2005,28.42834037
128,Australia,Waste,2006,28.70407092
129,Australia,Waste,2007,29.04790458
130,Australia,Waste,2008,29.49288449
131,Australia,Waste,2009,29.9091844
132,Australia,Waste,2010,29.70556619
133,Australia,Waste,2011,29.81237616
134,Australia,Waste,2012,29.95921161
135,Australia,Waste,2013,30.38796352
136,Australia,Waste,2014,30.78515928
137,Australia,Waste,2015,30.4825584
138,Australia,Waste,2016,30.62540943
139,Australia,Waste,Last Inventory Year (2017),30.74547396
140,Australia,Other,1990,NO
141,Australia,Other,1991,NO
142,Australia,Other,1992,NO
143,Australia,Other,1993,NO
144,Australia,Other,1994,NO
145,Australia,Other,1995,NO
146,Australia,Other,1996,NO
147,Australia,Other,1997,NO
148,Australia,Other,1998,NO
149,Australia,Other,1999,NO
150,Australia,Other,2000,NO
151,Australia,Other,2001,NO
152,Australia,Other,2002,NO
153,Australia,Other,2003,NO
154,Australia,Other,2004,NO
155,Australia,Other,2005,NO
156,Australia,Other,2006,NO
157,Australia,Other,2007,NO
158,Australia,Other,2008,NO
159,Australia,Other,2009,NO
160,Australia,Other,2010,NO
161,Australia,Other,2011,NO
162,Australia,Other,2012,NO
163,Australia,Other,2013,NO
164,Australia,Other,2014,NO
165,Australia,Other,2015,NO
166,Australia,Other,2016,NO
167,Australia,Other,Last Inventory Year (2017),NO
168,Austria,Energy,1990,51329.15184
169,Austria,Energy,1991,55074.65105
170,Austria,Energy,1992,50514.84487
171,Austria,Energy,1993,50840.64469
172,Austria,Energy,1994,50662.86916
173,Austria,Energy,1995,53177.83031
174,Austria,Energy,1996,57305.92639
175,Austria,Energy,1997,55937.42414
176,Austria,Energy,1998,55752.81612
177,Austria,Energy,1999,54586.6853
178,Austria,Energy,2000,54151.16662
179,Austria,Energy,2001,58300.3754
180,Austria,Energy,2002,59592.9522
181,Austria,Energy,2003,65261.17696
182,Austria,Energy,2004,65307.23476
183,Austria,Energy,2005,65979.79022
184,Austria,Energy,2006,62977.49721
185,Austria,Energy,2007,59758.16991
186,Austria,Energy,2008,58762.48959
187,Austria,Energy,2009,55725.78952
188,Austria,Energy,2010,58345.13335
189,Austria,Energy,2011,56097.20987
190,Austria,Energy,2012,53992.19265
191,Austria,Energy,2013,54267.17351
192,Austria,Energy,2014,50529.44024
193,Austria,Energy,2015,52232.93053
194,Austria,Energy,2016,53099.74893
195,Austria,Energy,Last Inventory Year (2017),55061.35976
196,Austria,Industrial Processes and Product Use,1990,10871.18623
197,Austria,Industrial Processes and Product Use,1991,10735.56888
198,Austria,Industrial Processes and Product Use,1992,9818.376291
199,Austria,Industrial Processes and Product Use,1993,9858.090687
200,Austria,Industrial Processes and Product Use,1994,10427.70514
201,Austria,Industrial Processes and Product Use,1995,10979.47378
202,Austria,Industrial Processes and Product Use,1996,10276.09304
203,Austria,Industrial Processes and Product Use,1997,11413.69228
204,Austria,Industrial Processes and Product Use,1998,11200.18799
205,Austria,Industrial Processes and Product Use,1999,11036.66292
206,Austria,Industrial Processes and Product Use,2000,12050.71692
207,Austria,Industrial Processes and Product Use,2001,11866.16733
208,Austria,Industrial Processes and Product Use,2002,12422.46493
209,Austria,Industrial Processes and Product Use,2003,12426.80346
210,Austria,Industrial Processes and Product Use,2004,12499.19062
211,Austria,Industrial Processes and Product Use,2005,13299.70788
212,Austria,Industrial Processes and Product Use,2006,13968.51717
213,Austria,Industrial Processes and Product Use,2007,14595.60691
214,Austria,Industrial Processes and Product Use,2008,14853.46886
215,Austria,Industrial Processes and Product Use,2009,11883.8814
216,Austria,Industrial Processes and Product Use,2010,13773.86675
217,Austria,Industrial Processes and Product Use,2011,13937.6964
218,Austria,Industrial Processes and Product Use,2012,13474.47113
219,Austria,Industrial Processes and Product Use,2013,13784.08959
220,Austria,Industrial Processes and Product Use,2014,13824.51833
221,Austria,Industrial Processes and Product Use,2015,14385.97257
222,Austria,Industrial Processes and Product Use,2016,14097.00702
223,Austria,Industrial Processes and Product Use,Last Inventory Year (2017),14800.94552
224,Austria,Agriculture,1990,94.38307572
225,Austria,Agriculture,1991,96.88805666
226,Austria,Agriculture,1992,97.25484668
227,Austria,Agriculture,1993,96.60072154
228,Austria,Agriculture,1994,97.9840917
229,Austria,Agriculture,1995,99.80135933
230,Austria,Agriculture,1996,100.1866681
231,Austria,Agriculture,1997,100.7559369
232,Austria,Agriculture,1998,101.5710445
233,Austria,Agriculture,1999,101.2825667
234,Austria,Agriculture,2000,98.55895433
235,Austria,Agriculture,2001,95.74180643
236,Austria,Agriculture,2002,96.18911319
237,Austria,Agriculture,2003,98.71695466
238,Austria,Agriculture,2004,102.0082491
239,Austria,Agriculture,2005,102.9522311
240,Austria,Agriculture,2006,104.7607517
241,Austria,Agriculture,2007,106.9748178
242,Austria,Agriculture,2008,104.8855799
243,Austria,Agriculture,2009,110.0075239
244,Austria,Agriculture,2010,107.2409739
245,Austria,Agriculture,2011,105.6014427
246,Austria,Agriculture,2012,108.4182072
247,Austria,Agriculture,2013,107.8646758
248,Austria,Agriculture,2014,111.3576573
249,Austria,Agriculture,2015,111.9068558
250,Austria,Agriculture,2016,116.0704517
251,Austria,Agriculture,Last Inventory Year (2017),114.489634
252,Austria,Land Use LandUse Change and Forestry,1990,-12156.59679
253,Austria,Land Use LandUse Change and Forestry,1991,-16859.948
254,Austria,Land Use LandUse Change and Forestry,1992,-11835.2027
255,Austria,Land Use LandUse Change and Forestry,1993,-12132.09731
256,Austria,Land Use LandUse Change and Forestry,1994,-12003.02311
257,Austria,Land Use LandUse Change and Forestry,1995,-13312.99861
258,Austria,Land Use LandUse Change and Forestry,1996,-10725.71146
259,Austria,Land Use LandUse Change and Forestry,1997,-19238.99934
260,Austria,Land Use LandUse Change and Forestry,1998,-17368.69262
261,Austria,Land Use LandUse Change and Forestry,1999,-19676.44494
262,Austria,Land Use LandUse Change and Forestry,2000,-16578.17273
263,Austria,Land Use LandUse Change and Forestry,2001,-19423.90865
264,Austria,Land Use LandUse Change and Forestry,2002,-14420.80462
265,Austria,Land Use LandUse Change and Forestry,2003,-5027.354688
266,Austria,Land Use LandUse Change and Forestry,2004,-9344.94774
267,Austria,Land Use LandUse Change and Forestry,2005,-10815.44257
268,Austria,Land Use LandUse Change and Forestry,2006,-5325.629066
269,Austria,Land Use LandUse Change and Forestry,2007,-5653.094448
270,Austria,Land Use LandUse Change and Forestry,2008,-4419.687969
271,Austria,Land Use LandUse Change and Forestry,2009,-4690.594409
272,Austria,Land Use LandUse Change and Forestry,2010,-6022.315605
273,Austria,Land Use LandUse Change and Forestry,2011,-6249.182562
274,Austria,Land Use LandUse Change and Forestry,2012,-5625.623024
275,Austria,Land Use LandUse Change and Forestry,2013,-4675.328058
276,Austria,Land Use LandUse Change and Forestry,2014,-4882.080734
277,Austria,Land Use LandUse Change and Forestry,2015,-4711.264372
278,Austria,Land Use LandUse Change and Forestry,2016,-4540.022087
279,Austria,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-5068.69198
280,Austria,Waste,1990,27.91954
281,Austria,Waste,1991,24.36474
282,Austria,Waste,1992,11.1272
283,Austria,Waste,1993,10.7964
284,Austria,Waste,1994,10.788
285,Austria,Waste,1995,11.1104
286,Austria,Waste,1996,11.4328
287,Austria,Waste,1997,11.7552
288,Austria,Waste,1998,12.0776
289,Austria,Waste,1999,12.4
290,Austria,Waste,2000,12.4
291,Austria,Waste,2001,12.4
292,Austria,Waste,2002,12.4
293,Austria,Waste,2003,12.4
294,Austria,Waste,2004,12.4
295,Austria,Waste,2005,12.4
296,Austria,Waste,2006,10.26
297,Austria,Waste,2007,8.208
298,Austria,Waste,2008,6.156
299,Austria,Waste,2009,4.104
300,Austria,Waste,2010,2.052
301,Austria,Waste,2011,2.052
302,Austria,Waste,2012,2.052
303,Austria,Waste,2013,2.052
304,Austria,Waste,2014,2.052
305,Austria,Waste,2015,2.052
306,Austria,Waste,2016,2.052
307,Austria,Waste,Last Inventory Year (2017),2.052
308,Austria,Other,1990,NO
309,Austria,Other,1991,NO
310,Austria,Other,1992,NO
311,Austria,Other,1993,NO
312,Austria,Other,1994,NO
313,Austria,Other,1995,NO
314,Austria,Other,1996,NO
315,Austria,Other,1997,NO
316,Austria,Other,1998,NO
317,Austria,Other,1999,NO
318,Austria,Other,2000,NO
319,Austria,Other,2001,NO
320,Austria,Other,2002,NO
321,Austria,Other,2003,NO
322,Austria,Other,2004,NO
323,Austria,Other,2005,NO
324,Austria,Other,2006,NO
325,Austria,Other,2007,NO
326,Austria,Other,2008,NO
327,Austria,Other,2009,NO
328,Austria,Other,2010,NO
329,Austria,Other,2011,NO
330,Austria,Other,2012,NO
331,Austria,Other,2013,NO
332,Austria,Other,2014,NO
333,Austria,Other,2015,NO
334,Austria,Other,2016,NO
335,Austria,Other,Last Inventory Year (2017),NO
336,Belarus,Energy,1990,96399.68827
337,Belarus,Energy,1991,89778.73578
338,Belarus,Energy,1992,83384.98214
339,Belarus,Energy,1993,72346.67324
340,Belarus,Energy,1994,60445.84634
341,Belarus,Energy,1995,53801.41002
342,Belarus,Energy,1996,55008.90743
343,Belarus,Energy,1997,58014.9442
344,Belarus,Energy,1998,54557.11616
345,Belarus,Energy,1999,52266.88261
346,Belarus,Energy,2000,50981.61795
347,Belarus,Energy,2001,51041.01939
348,Belarus,Energy,2002,50786.82001
349,Belarus,Energy,2003,51611.31632
350,Belarus,Energy,2004,55064.32049
351,Belarus,Energy,2005,55907.15029
352,Belarus,Energy,2006,58480.15489
353,Belarus,Energy,2007,57717.31182
354,Belarus,Energy,2008,59805.55201
355,Belarus,Energy,2009,55512.8769
356,Belarus,Energy,2010,57153.78422
357,Belarus,Energy,2011,56121.30086
358,Belarus,Energy,2012,56848.94987
359,Belarus,Energy,2013,57780.66603
360,Belarus,Energy,2014,56557.36386
361,Belarus,Energy,2015,52662.19624
362,Belarus,Energy,2016,54693.25434
363,Belarus,Energy,Last Inventory Year (2017),56353.51112
364,Belarus,Industrial Processes and Product Use,1990,5283.267637
365,Belarus,Industrial Processes and Product Use,1991,5073.096314
366,Belarus,Industrial Processes and Product Use,1992,4645.520259
367,Belarus,Industrial Processes and Product Use,1993,3650.53804
368,Belarus,Industrial Processes and Product Use,1994,2958.570031
369,Belarus,Industrial Processes and Product Use,1995,3070.841706
370,Belarus,Industrial Processes and Product Use,1996,3096.369511
371,Belarus,Industrial Processes and Product Use,1997,3244.76389
372,Belarus,Industrial Processes and Product Use,1998,3685.943567
373,Belarus,Industrial Processes and Product Use,1999,3855.04952
374,Belarus,Industrial Processes and Product Use,2000,3680.806461
375,Belarus,Industrial Processes and Product Use,2001,3658.496375
376,Belarus,Industrial Processes and Product Use,2002,3928.542453
377,Belarus,Industrial Processes and Product Use,2003,4211.705079
378,Belarus,Industrial Processes and Product Use,2004,4395.419279
379,Belarus,Industrial Processes and Product Use,2005,4652.825161
380,Belarus,Industrial Processes and Product Use,2006,4994.583165
381,Belarus,Industrial Processes and Product Use,2007,5180.5213
382,Belarus,Industrial Processes and Product Use,2008,5292.942459
383,Belarus,Industrial Processes and Product Use,2009,5270.5932
384,Belarus,Industrial Processes and Product Use,2010,5410.353199
385,Belarus,Industrial Processes and Product Use,2011,5494.474898
386,Belarus,Industrial Processes and Product Use,2012,5557.661846
387,Belarus,Industrial Processes and Product Use,2013,5759.344069
388,Belarus,Industrial Processes and Product Use,2014,6121.068991
389,Belarus,Industrial Processes and Product Use,2015,5661.681791
390,Belarus,Industrial Processes and Product Use,2016,5321.872001
391,Belarus,Industrial Processes and Product Use,Last Inventory Year (2017),5298.387563
392,Belarus,Agriculture,1990,2455.557207
393,Belarus,Agriculture,1991,2191.813213
394,Belarus,Agriculture,1992,1963.225147
395,Belarus,Agriculture,1993,1621.513153
396,Belarus,Agriculture,1994,970.83316
397,Belarus,Agriculture,1995,1077.349093
398,Belarus,Agriculture,1996,1098.23098
399,Belarus,Agriculture,1997,1288.776793
400,Belarus,Agriculture,1998,1168.726607
401,Belarus,Agriculture,1999,873.73242
402,Belarus,Agriculture,2000,800.1902333
403,Belarus,Agriculture,2001,864.8051133
404,Belarus,Agriculture,2002,967.1295333
405,Belarus,Agriculture,2003,1295.139267
406,Belarus,Agriculture,2004,1313.198333
407,Belarus,Agriculture,2005,1496.1386
408,Belarus,Agriculture,2006,1393.755733
409,Belarus,Agriculture,2007,1373.372733
410,Belarus,Agriculture,2008,1318.534067
411,Belarus,Agriculture,2009,1178.767333
412,Belarus,Agriculture,2010,1319.149333
413,Belarus,Agriculture,2011,1206.9574
414,Belarus,Agriculture,2012,1299.9756
415,Belarus,Agriculture,2013,922.2920667
416,Belarus,Agriculture,2014,1115.632
417,Belarus,Agriculture,2015,967.108
418,Belarus,Agriculture,2016,926.872
419,Belarus,Agriculture,Last Inventory Year (2017),1047.304
420,Belarus,Land Use LandUse Change and Forestry,1990,-21126.6775
421,Belarus,Land Use LandUse Change and Forestry,1991,-24432.16657
422,Belarus,Land Use LandUse Change and Forestry,1992,-22691.14147
423,Belarus,Land Use LandUse Change and Forestry,1993,-18086.5175
424,Belarus,Land Use LandUse Change and Forestry,1994,-27870.49183
425,Belarus,Land Use LandUse Change and Forestry,1995,-28957.8028
426,Belarus,Land Use LandUse Change and Forestry,1996,-28055.9218
427,Belarus,Land Use LandUse Change and Forestry,1997,-26203.6866
428,Belarus,Land Use LandUse Change and Forestry,1998,-25158.3214
429,Belarus,Land Use LandUse Change and Forestry,1999,-32123.27193
430,Belarus,Land Use LandUse Change and Forestry,2000,-33270.5314
431,Belarus,Land Use LandUse Change and Forestry,2001,-32096.38677
432,Belarus,Land Use LandUse Change and Forestry,2002,-29027.7368
433,Belarus,Land Use LandUse Change and Forestry,2003,-25214.5546
434,Belarus,Land Use LandUse Change and Forestry,2004,-26854.59133
435,Belarus,Land Use LandUse Change and Forestry,2005,-29164.22407
436,Belarus,Land Use LandUse Change and Forestry,2006,-32430.66503
437,Belarus,Land Use LandUse Change and Forestry,2007,-33090.33547
438,Belarus,Land Use LandUse Change and Forestry,2008,-32740.1293
439,Belarus,Land Use LandUse Change and Forestry,2009,-38471.707
440,Belarus,Land Use LandUse Change and Forestry,2010,-40147.63373
441,Belarus,Land Use LandUse Change and Forestry,2011,-37597.38653
442,Belarus,Land Use LandUse Change and Forestry,2012,-32047.9622
443,Belarus,Land Use LandUse Change and Forestry,2013,-35141.59093
444,Belarus,Land Use LandUse Change and Forestry,2014,-30130.7585
445,Belarus,Land Use LandUse Change and Forestry,2015,-27522.72813
446,Belarus,Land Use LandUse Change and Forestry,2016,-21923.16878
447,Belarus,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-13320.86364
448,Belarus,Waste,1990,"NE,NA,NO"
449,Belarus,Waste,1991,"NE,NA,NO"
450,Belarus,Waste,1992,"NE,NA,NO"
451,Belarus,Waste,1993,"NE,NA,NO"
452,Belarus,Waste,1994,"NE,NA,NO"
453,Belarus,Waste,1995,"NE,NA,NO"
454,Belarus,Waste,1996,"NE,NA,NO"
455,Belarus,Waste,1997,"NE,NA,NO"
456,Belarus,Waste,1998,"NE,NA,NO"
457,Belarus,Waste,1999,"NE,NA,NO"
458,Belarus,Waste,2000,"NE,NA,NO"
459,Belarus,Waste,2001,"NE,NA,NO"
460,Belarus,Waste,2002,"NE,NA,NO"
461,Belarus,Waste,2003,"NE,NA,NO"
462,Belarus,Waste,2004,"NE,NA,NO"
463,Belarus,Waste,2005,"NE,NA,NO"
464,Belarus,Waste,2006,"NE,NA,NO"
465,Belarus,Waste,2007,"NE,NA,NO"
466,Belarus,Waste,2008,"NE,NA,NO"
467,Belarus,Waste,2009,"NE,NA,NO"
468,Belarus,Waste,2010,"NE,NA,NO"
469,Belarus,Waste,2011,"NE,NA,NO"
470,Belarus,Waste,2012,"NE,NA,NO"
471,Belarus,Waste,2013,"NE,NA,NO"
472,Belarus,Waste,2014,"NE,NA,NO"
473,Belarus,Waste,2015,"NO,NE,NA"
474,Belarus,Waste,2016,"NO,NE,NA"
475,Belarus,Waste,Last Inventory Year (2017),"NO,NE,NA"
476,Belarus,Other,1990,NO
477,Belarus,Other,1991,NO
478,Belarus,Other,1992,NO
479,Belarus,Other,1993,NO
480,Belarus,Other,1994,NO
481,Belarus,Other,1995,NO
482,Belarus,Other,1996,NO
483,Belarus,Other,1997,NO
484,Belarus,Other,1998,NO
485,Belarus,Other,1999,NO
486,Belarus,Other,2000,NO
487,Belarus,Other,2001,NO
488,Belarus,Other,2002,NO
489,Belarus,Other,2003,NO
490,Belarus,Other,2004,NO
491,Belarus,Other,2005,NO
492,Belarus,Other,2006,NO
493,Belarus,Other,2007,NO
494,Belarus,Other,2008,NO
495,Belarus,Other,2009,NO
496,Belarus,Other,2010,NO
497,Belarus,Other,2011,NO
498,Belarus,Other,2012,NO
499,Belarus,Other,2013,NO
500,Belarus,Other,2014,NO
501,Belarus,Other,2015,NO
502,Belarus,Other,2016,NO
503,Belarus,Other,Last Inventory Year (2017),NO
504,Belgium,Energy,1990,101544.4186
505,Belgium,Energy,1991,105304.0218
506,Belgium,Energy,1992,103827.2731
507,Belgium,Energy,1993,103662.1896
508,Belgium,Energy,1994,105482.3071
509,Belgium,Energy,1995,105788.9309
510,Belgium,Energy,1996,110077.5655
511,Belgium,Energy,1997,104327.4883
512,Belgium,Energy,1998,108731.5236
513,Belgium,Energy,1999,103379.2078
514,Belgium,Energy,2000,104271.656
515,Belgium,Energy,2001,104744.2728
516,Belgium,Energy,2002,104550.8144
517,Belgium,Energy,2003,105751.4883
518,Belgium,Energy,2004,106079.4928
519,Belgium,Energy,2005,103904.2426
520,Belgium,Energy,2006,102198.8462
521,Belgium,Energy,2007,100053.7124
522,Belgium,Energy,2008,99770.51654
523,Belgium,Energy,2009,93072.48983
524,Belgium,Energy,2010,96868.6882
525,Belgium,Energy,2011,87451.84651
526,Belgium,Energy,2012,86453.62221
527,Belgium,Energy,2013,85989.55993
528,Belgium,Energy,2014,80305.65497
529,Belgium,Energy,2015,83906.28724
530,Belgium,Energy,2016,82328.08624
531,Belgium,Energy,Last Inventory Year (2017),81571.80138
532,Belgium,Industrial Processes and Product Use,1990,18459.45087
533,Belgium,Industrial Processes and Product Use,1991,17760.18535
534,Belgium,Industrial Processes and Product Use,1992,18340.02947
535,Belgium,Industrial Processes and Product Use,1993,17402.34386
536,Belgium,Industrial Processes and Product Use,1994,19086.28742
537,Belgium,Industrial Processes and Product Use,1995,19941.63571
538,Belgium,Industrial Processes and Product Use,1996,19151.9441
539,Belgium,Industrial Processes and Product Use,1997,19361.37368
540,Belgium,Industrial Processes and Product Use,1998,21223.19484
541,Belgium,Industrial Processes and Product Use,1999,20993.70125
542,Belgium,Industrial Processes and Product Use,2000,22124.16265
543,Belgium,Industrial Processes and Product Use,2001,20997.94717
544,Belgium,Industrial Processes and Product Use,2002,21169.49159
545,Belgium,Industrial Processes and Product Use,2003,21438.37138
546,Belgium,Industrial Processes and Product Use,2004,22084.85397
547,Belgium,Industrial Processes and Product Use,2005,20906.0422
548,Belgium,Industrial Processes and Product Use,2006,20862.31447
549,Belgium,Industrial Processes and Product Use,2007,19492.13794
550,Belgium,Industrial Processes and Product Use,2008,19722.32422
551,Belgium,Industrial Processes and Product Use,2009,13860.23573
552,Belgium,Industrial Processes and Product Use,2010,16092.45295
553,Belgium,Industrial Processes and Product Use,2011,16168.4113
554,Belgium,Industrial Processes and Product Use,2012,14374.12285
555,Belgium,Industrial Processes and Product Use,2013,15105.87418
556,Belgium,Industrial Processes and Product Use,2014,15200.85052
557,Belgium,Industrial Processes and Product Use,2015,15374.60312
558,Belgium,Industrial Processes and Product Use,2016,15665.63368
559,Belgium,Industrial Processes and Product Use,Last Inventory Year (2017),15539.96766
560,Belgium,Agriculture,1990,178.4701861
561,Belgium,Agriculture,1991,177.817049
562,Belgium,Agriculture,1992,176.0398774
563,Belgium,Agriculture,1993,174.249896
564,Belgium,Agriculture,1994,178.9609273
565,Belgium,Agriculture,1995,178.3446368
566,Belgium,Agriculture,1996,176.616487
567,Belgium,Agriculture,1997,175.7078485
568,Belgium,Agriculture,1998,174.8901375
569,Belgium,Agriculture,1999,174.5265463
570,Belgium,Agriculture,2000,169.3636516
571,Belgium,Agriculture,2001,167.8736364
572,Belgium,Agriculture,2002,167.8482366
573,Belgium,Agriculture,2003,164.4947852
574,Belgium,Agriculture,2004,164.8217331
575,Belgium,Agriculture,2005,164.6940264
576,Belgium,Agriculture,2006,163.4931187
577,Belgium,Agriculture,2007,164.0079987
578,Belgium,Agriculture,2008,161.7359953
579,Belgium,Agriculture,2009,166.7530496
580,Belgium,Agriculture,2010,171.4105058
581,Belgium,Agriculture,2011,170.8424014
582,Belgium,Agriculture,2012,169.2443523
583,Belgium,Agriculture,2013,173.4628108
584,Belgium,Agriculture,2014,179.6762669
585,Belgium,Agriculture,2015,180.7731344
586,Belgium,Agriculture,2016,179.7187463
587,Belgium,Agriculture,Last Inventory Year (2017),176.8921835
588,Belgium,Land Use LandUse Change and Forestry,1990,-3325.102856
589,Belgium,Land Use LandUse Change and Forestry,1991,-2856.870829
590,Belgium,Land Use LandUse Change and Forestry,1992,-2673.878292
591,Belgium,Land Use LandUse Change and Forestry,1993,-2686.309521
592,Belgium,Land Use LandUse Change and Forestry,1994,-2432.094389
593,Belgium,Land Use LandUse Change and Forestry,1995,-2658.357101
594,Belgium,Land Use LandUse Change and Forestry,1996,-2861.68761
595,Belgium,Land Use LandUse Change and Forestry,1997,-2398.002667
596,Belgium,Land Use LandUse Change and Forestry,1998,-2951.71942
